ngram	year	match_count	page_count	volume_count
órdenes	1980	12	12	4
órdenes	1981	1	1	1
órdenes	1982	4	4	4
órdenes	1983	4	4	2
órdenes	1984	7	7	5
órdenes	1985	2	2	2
órdenes	1986	2	2	2
órdenes	1987	7	7	3
órdenes	1988	24	17	4
órdenes	1989	5	5	4
órdenes	1990	16	12	2
órdenes	1991	1	1	1
órdenes	1992	4	2	1
órdenes	1993	12	10	5
órdenes	1994	10	10	3
órdenes	1995	15	13	5
órdenes	1996	2	2	2
órdenes	1997	13	12	3
órdenes	1998	4	4	2
órdenes	1999	2	2	2
órdenes	2000	2	2	1
órdenes	2002	1	1	1
órdenes	2003	1	1	1
órdenes	2004	3	2	1
órdenes	2005	14	13	4
órdenes	2006	4	4	2
órdenes	2008	4	4	2
ö	1711	2	2	1
ö	1728	1	1	1
ö	1750	1	1	1
ö	1758	2	2	1
ö	1808	1	1	1
ö	1809	3	1	1
ö	1810	1	1	1
ö	1812	1	1	1
ö	1813	1	1	1
ö	1814	2	2	2
ö	1815	1	1	1
ö	1816	2	2	2
ö	1817	1	1	1
ö	1818	2	2	2
ö	1819	1	1	1
ö	1823	1	1	1
ö	1824	1	1	1
ö	1829	4	4	3
ö	1830	1	1	1
ö	1831	3	3	2
ö	1834	1	1	1
ö	1835	1	1	1
ö	1836	2	2	1
ö	1837	1	1	1
ö	1838	1	1	1
ö	1839	3	2	2
ö	1841	1	1	1
ö	1846	4	4	3
ö	1847	3	3	2
ö	1848	1	1	1
ö	1849	2	2	2
ö	1850	6	6	4
ö	1851	3	3	3
ö	1852	5	5	3
ö	1853	2	2	2
ö	1854	3	3	3
ö	1855	5	5	4
ö	1856	3	3	3
ö	1857	5	5	4
ö	1858	2	2	2
ö	1859	7	7	3
ö	1860	5	5	5
ö	1861	1	1	1
ö	1862	1	1	1
ö	1863	19	18	3
ö	1864	3	3	3
ö	1865	2	2	2
ö	1866	2	2	2
ö	1867	2	2	2
ö	1868	1	1	1
ö	1869	4	4	3
ö	1870	3	3	3
ö	1871	5	5	3
ö	1872	3	3	3
ö	1873	2	2	2
ö	1874	3	3	3
ö	1875	3	3	3
ö	1876	5	5	5
ö	1877	7	7	7
ö	1878	3	3	3
ö	1879	14	12	5
ö	1880	5	5	5
ö	1881	2	2	1
ö	1882	7	7	4
ö	1883	2	2	2
ö	1884	11	11	9
ö	1885	5	4	4
ö	1886	5	5	3
ö	1887	1	1	1
ö	1888	16	14	12
ö	1889	9	9	5
ö	1891	6	6	5
ö	1892	4	4	3
ö	1893	6	6	6
ö	1894	2	2	2
ö	1895	8	8	5
ö	1896	6	6	5
ö	1897	7	7	7
ö	1898	26	21	10
ö	1899	4	4	4
ö	1900	6	4	3
ö	1901	30	30	6
ö	1902	9	8	7
ö	1903	4	4	3
ö	1904	11	7	4
ö	1905	13	10	9
ö	1906	3	3	3
ö	1907	7	5	5
ö	1908	17	16	9
ö	1909	9	9	6
ö	1910	53	43	13
ö	1911	13	13	7
ö	1912	3	3	2
ö	1913	1	1	1
ö	1914	10	7	6
ö	1915	5	5	5
ö	1916	4	4	3
ö	1917	5	5	5
ö	1918	2	2	2
ö	1919	4	4	3
ö	1920	3	3	3
ö	1921	9	7	6
ö	1922	7	7	6
ö	1923	7	6	6
ö	1924	5	5	5
ö	1925	8	8	6
ö	1926	3	3	2
ö	1927	6	6	6
ö	1928	6	6	6
ö	1929	6	6	5
ö	1930	16	12	8
ö	1931	14	14	12
ö	1932	16	16	12
ö	1933	21	20	11
ö	1934	1	1	1
ö	1935	46	27	12
ö	1936	11	10	10
ö	1937	9	9	6
ö	1938	13	12	12
ö	1939	19	19	11
ö	1940	31	26	18
ö	1941	20	20	16
ö	1942	13	13	12
ö	1943	26	21	14
ö	1944	12	12	11
ö	1945	25	11	8
ö	1946	28	24	20
ö	1947	30	28	14
ö	1948	11	11	11
ö	1949	18	18	15
ö	1950	18	18	16
ö	1951	18	18	16
ö	1952	13	12	12
ö	1953	14	13	10
ö	1954	23	23	17
ö	1955	22	13	9
ö	1956	25	24	18
ö	1957	14	14	9
ö	1958	12	12	11
ö	1959	17	17	12
ö	1960	14	14	12
ö	1961	15	15	14
ö	1962	14	13	9
ö	1963	8	7	7
ö	1964	29	25	9
ö	1965	8	8	6
ö	1966	15	13	11
ö	1967	9	9	8
ö	1968	3	3	3
ö	1969	32	28	10
ö	1970	3	3	3
ö	1971	2	2	2
ö	1972	5	3	3
ö	1973	11	8	5
ö	1974	7	7	6
ö	1975	1	1	1
ö	1976	18	15	6
ö	1977	12	8	6
ö	1978	8	4	3
ö	1979	15	14	6
ö	1980	12	11	5
ö	1981	23	18	6
ö	1982	9	9	5
ö	1983	10	8	7
ö	1984	2	2	2
ö	1985	6	6	2
ö	1986	15	15	3
ö	1987	3	2	2
ö	1988	16	16	7
ö	1989	10	7	4
ö	1990	58	28	6
ö	1991	1	1	1
ö	1992	3	3	3
ö	1993	6	6	4
ö	1994	4	4	4
ö	1996	11	9	5
ö	1997	9	5	4
ö	1998	2	2	2
ö	1999	5	5	5
ö	2000	11	9	4
ö	2001	8	8	3
ö	2002	4	4	1
ö	2003	6	2	2
ö	2005	4	4	4
ö	2006	1	1	1
öden	1820	3	3	3
öden	1843	6	6	2
öden	1853	1	1	1
öden	1857	1	1	1
öden	1858	1	1	1
öden	1875	2	2	1
öden	1896	4	4	3
öden	1901	3	3	1
öden	1906	2	2	2
öden	1913	2	2	2
öden	1914	2	2	1
öden	1917	3	3	3
öden	1922	1	1	1
öden	1923	1	1	1
öden	1924	1	1	1
öden	1927	1	1	1
öden	1929	1	1	1
öden	1932	3	3	2
öden	1933	2	2	1
öden	1937	1	1	1
öden	1939	1	1	1
öden	1940	1	1	1
öden	1941	2	2	2
öden	1943	3	3	2
öden	1944	3	3	3
öden	1946	1	1	1
öden	1947	2	2	1
öden	1948	2	2	2
öden	1949	2	2	1
öden	1951	3	3	2
öden	1952	1	1	1
öden	1953	1	1	1
öden	1954	1	1	1
öden	1955	3	3	2
öden	1956	2	2	2
öden	1957	3	2	2
öden	1959	1	1	1
öden	1960	2	2	1
öden	1961	2	2	1
öden	1969	1	1	1
öden	1971	3	3	2
öden	1975	1	1	1
öden	1978	1	1	1
öden	1979	1	1	1
öden	1981	8	7	2
öden	1982	1	1	1
öden	1984	1	1	1
öden	1986	2	2	2
öden	1987	1	1	1
öden	1989	1	1	1
öden	1992	1	1	1
öden	1994	1	1	1
öden	1996	1	1	1
öden	1997	1	1	1
öden	1998	1	1	1
öden	1999	1	1	1
öden	2000	1	1	1
öffentliche	1804	1	1	1
öffentliche	1822	1	1	1
öffentliche	1843	2	2	2
öffentliche	1855	2	2	2
öffentliche	1856	1	1	1
öffentliche	1857	1	1	1
öffentliche	1860	7	6	1
öffentliche	1868	2	2	2
öffentliche	1875	1	1	1
öffentliche	1878	3	3	2
öffentliche	1879	2	2	1
öffentliche	1880	2	2	2
öffentliche	1881	1	1	1
öffentliche	1882	1	1	1
öffentliche	1883	3	3	2
öffentliche	1884	1	1	1
öffentliche	1885	1	1	1
öffentliche	1888	4	4	4
öffentliche	1889	3	3	3
öffentliche	1890	42	35	7
öffentliche	1891	3	2	2
öffentliche	1892	2	2	1
öffentliche	1893	1	1	1
öffentliche	1894	5	4	3
öffentliche	1895	2	2	2
öffentliche	1896	30	28	6
öffentliche	1897	4	4	4
öffentliche	1898	4	4	3
öffentliche	1899	15	13	4
öffentliche	1900	2	2	2
öffentliche	1901	1	1	1
öffentliche	1902	1	1	1
öffentliche	1903	7	7	3
öffentliche	1904	5	5	3
öffentliche	1905	3	3	3
öffentliche	1906	5	5	3
öffentliche	1907	3	3	3
öffentliche	1908	6	6	6
öffentliche	1910	6	5	4
öffentliche	1911	5	5	5
öffentliche	1912	5	4	4
öffentliche	1913	2	1	1
öffentliche	1914	2	2	2
öffentliche	1915	2	2	2
öffentliche	1916	2	2	1
öffentliche	1918	2	2	2
öffentliche	1920	5	5	5
öffentliche	1921	4	4	2
öffentliche	1922	2	2	2
öffentliche	1925	2	2	2
öffentliche	1928	1	1	1
öffentliche	1929	1	1	1
öffentliche	1930	21	18	5
öffentliche	1931	9	9	2
öffentliche	1932	4	4	4
öffentliche	1933	2	2	2
öffentliche	1934	9	7	2
öffentliche	1935	10	10	3
öffentliche	1936	6	6	5
öffentliche	1937	5	4	3
öffentliche	1938	1	1	1
öffentliche	1939	2	2	2
öffentliche	1940	21	16	2
öffentliche	1941	11	9	5
öffentliche	1942	7	7	4
öffentliche	1943	1	1	1
öffentliche	1946	61	54	3
öffentliche	1947	16	12	2
öffentliche	1948	3	3	3
öffentliche	1949	2	2	2
öffentliche	1950	21	13	2
öffentliche	1951	7	7	5
öffentliche	1952	12	11	4
öffentliche	1953	4	4	4
öffentliche	1954	11	9	5
öffentliche	1955	2	2	1
öffentliche	1956	7	7	5
öffentliche	1957	11	9	6
öffentliche	1958	14	12	7
öffentliche	1959	11	9	4
öffentliche	1960	5	4	2
öffentliche	1961	37	29	7
öffentliche	1962	8	6	3
öffentliche	1963	5	5	3
öffentliche	1964	16	12	7
öffentliche	1965	3	3	3
öffentliche	1966	10	9	2
öffentliche	1967	10	8	8
öffentliche	1968	11	9	4
öffentliche	1969	33	32	11
öffentliche	1970	8	7	4
öffentliche	1971	10	8	5
öffentliche	1972	16	14	6
öffentliche	1973	5	5	3
öffentliche	1974	17	17	6
öffentliche	1975	1	1	1
öffentliche	1976	15	12	6
öffentliche	1977	32	26	8
öffentliche	1978	10	7	4
öffentliche	1979	16	12	6
öffentliche	1980	49	34	7
öffentliche	1981	5	4	4
öffentliche	1982	18	15	6
öffentliche	1983	10	9	3
öffentliche	1984	11	9	3
öffentliche	1985	9	9	6
öffentliche	1986	1	1	1
öffentliche	1987	12	12	3
öffentliche	1988	17	17	7
öffentliche	1989	22	20	5
öffentliche	1990	9	9	3
öffentliche	1991	1	1	1
öffentliche	1992	5	5	2
öffentliche	1993	2	2	2
öffentliche	1994	6	5	2
öffentliche	1995	8	8	5
öffentliche	1996	24	21	6
öffentliche	1997	3	3	2
öffentliche	1998	2	2	2
öffentliche	1999	9	9	4
öffentliche	2000	9	8	3
öffentliche	2002	2	2	2
öffentliche	2003	1	1	1
öffentliche	2004	2	2	2
öffentliche	2005	12	11	5
öffentliche	2006	13	12	4
öffentliche	2007	5	5	5
öffentlicher	1822	1	1	1
öffentlicher	1843	2	2	2
öffentlicher	1845	1	1	1
öffentlicher	1860	5	5	1
öffentlicher	1874	1	1	1
öffentlicher	1883	2	2	2
öffentlicher	1888	2	2	2
öffentlicher	1889	1	1	1
öffentlicher	1890	1	1	1
öffentlicher	1893	2	2	1
öffentlicher	1895	5	5	4
öffentlicher	1896	6	6	4
öffentlicher	1899	7	7	4
öffentlicher	1903	1	1	1
öffentlicher	1914	1	1	1
öffentlicher	1926	1	1	1
öffentlicher	1928	1	1	1
öffentlicher	1930	2	2	2
öffentlicher	1931	1	1	1
öffentlicher	1938	1	1	1
öffentlicher	1940	2	2	1
öffentlicher	1946	17	17	1
öffentlicher	1952	3	3	2
öffentlicher	1954	2	2	2
öffentlicher	1955	1	1	1
öffentlicher	1957	7	5	3
öffentlicher	1959	6	5	1
öffentlicher	1960	2	2	2
öffentlicher	1961	4	4	2
öffentlicher	1962	3	3	2
öffentlicher	1963	1	1	1
öffentlicher	1965	2	2	2
öffentlicher	1966	5	2	1
öffentlicher	1968	3	3	1
öffentlicher	1969	4	4	3
öffentlicher	1970	1	1	1
öffentlicher	1972	13	13	5
öffentlicher	1973	1	1	1
öffentlicher	1974	3	3	3
öffentlicher	1976	4	4	3
öffentlicher	1977	14	13	4
öffentlicher	1978	1	1	1
öffentlicher	1979	3	3	3
öffentlicher	1980	35	26	1
öffentlicher	1982	3	3	2
öffentlicher	1983	5	5	2
öffentlicher	1984	3	3	2
öffentlicher	1985	4	4	3
öffentlicher	1988	3	3	3
öffentlicher	1989	1	1	1
öffentlicher	1990	1	1	1
öffentlicher	1992	2	2	1
öffentlicher	1994	2	2	1
öffentlicher	1995	1	1	1
öffentlicher	1996	4	3	2
öffentlicher	1999	8	8	3
öffentlicher	2000	3	3	2
öffentlicher	2006	12	11	3
öffentlicher	2007	2	2	2
ökologische	1926	4	4	3
ökologische	1935	2	2	1
ökologische	1937	4	3	2
ökologische	1938	5	3	1
ökologische	1939	5	3	1
ökologische	1940	7	7	3
ökologische	1942	3	3	3
ökologische	1944	2	2	1
ökologische	1947	8	4	1
ökologische	1948	4	4	3
ökologische	1949	2	2	2
ökologische	1952	17	14	1
ökologische	1953	1	1	1
ökologische	1954	6	4	2
ökologische	1955	2	2	2
ökologische	1956	2	2	1
ökologische	1957	4	4	3
ökologische	1958	1	1	1
ökologische	1959	4	4	2
ökologische	1960	28	23	4
ökologische	1961	9	6	1
ökologische	1962	4	4	3
ökologische	1963	2	2	1
ökologische	1964	1	1	1
ökologische	1966	1	1	1
ökologische	1968	1	1	1
ökologische	1972	4	4	2
ökologische	1973	6	5	1
ökologische	1974	12	11	3
ökologische	1976	9	8	4
ökologische	1977	8	7	2
ökologische	1978	14	10	1
ökologische	1979	4	2	1
ökologische	1980	1	1	1
ökologische	1981	9	6	4
ökologische	1982	2	2	2
ökologische	1983	2	2	2
ökologische	1984	3	3	1
ökologische	1985	1	1	1
ökologische	1986	3	3	2
ökologische	1987	1	1	1
ökologische	1989	13	12	3
ökologische	1992	1	1	1
ökologische	1994	1	1	1
ökologische	1996	3	2	1
ökologische	1997	1	1	1
ökologische	1999	1	1	1
ökologische	2002	1	1	1
ökologische	2003	2	2	1
ökologische	2007	4	4	2
öl	1745	1	1	1
öl	1797	1	1	1
öl	1808	2	2	1
öl	1810	1	1	1
öl	1817	1	1	1
öl	1819	1	1	1
öl	1820	1	1	1
öl	1823	1	1	1
öl	1824	2	2	2
öl	1825	2	2	2
öl	1827	2	2	2
öl	1828	4	4	4
öl	1829	5	5	4
öl	1830	3	3	3
öl	1831	1	1	1
öl	1832	2	2	2
öl	1833	1	1	1
öl	1834	2	2	2
öl	1835	3	3	3
öl	1836	1	1	1
öl	1837	1	1	1
öl	1838	1	1	1
öl	1839	4	4	4
öl	1840	5	5	5
öl	1841	1	1	1
öl	1842	3	3	3
öl	1843	1	1	1
öl	1844	4	4	4
öl	1845	1	1	1
öl	1846	1	1	1
öl	1848	6	6	5
öl	1849	3	3	3
öl	1850	4	4	4
öl	1851	3	3	3
öl	1852	3	3	3
öl	1853	5	5	5
öl	1854	3	3	3
öl	1855	1	1	1
öl	1856	1	1	1
öl	1857	4	4	2
öl	1858	3	3	3
öl	1859	3	3	3
öl	1860	2	2	2
öl	1861	4	4	3
öl	1863	1	1	1
öl	1864	1	1	1
öl	1865	1	1	1
öl	1866	2	2	2
öl	1867	5	5	5
öl	1868	1	1	1
öl	1869	3	3	3
öl	1870	2	2	2
öl	1871	6	6	6
öl	1872	8	8	5
öl	1873	3	3	3
öl	1875	2	2	2
öl	1876	2	2	2
öl	1877	2	2	2
öl	1878	5	5	3
öl	1879	2	2	2
öl	1880	6	6	6
öl	1881	7	7	6
öl	1882	7	7	7
öl	1883	4	4	3
öl	1884	3	3	3
öl	1885	1	1	1
öl	1886	2	2	1
öl	1887	2	2	2
öl	1888	3	3	3
öl	1889	6	6	6
öl	1890	1	1	1
öl	1892	3	3	3
öl	1893	9	9	8
öl	1894	3	3	3
öl	1895	1	1	1
öl	1897	6	6	5
öl	1898	7	7	5
öl	1899	3	3	2
öl	1900	2	2	2
öl	1901	4	4	4
öl	1902	4	4	3
öl	1903	1	1	1
öl	1904	2	2	2
öl	1905	1	1	1
öl	1906	5	5	5
öl	1907	2	2	2
öl	1908	6	6	4
öl	1909	3	3	2
öl	1910	7	7	4
öl	1911	5	5	5
öl	1912	4	4	3
öl	1914	1	1	1
öl	1915	6	6	5
öl	1916	3	3	3
öl	1917	2	2	2
öl	1918	3	3	3
öl	1919	4	4	4
öl	1920	3	3	3
öl	1921	2	2	2
öl	1922	1	1	1
öl	1923	18	10	2
öl	1924	3	3	2
öl	1925	4	4	3
öl	1926	3	3	3
öl	1927	2	2	2
öl	1928	8	8	6
öl	1929	4	4	4
öl	1930	10	10	7
öl	1931	10	10	7
öl	1932	14	13	9
öl	1933	10	10	10
öl	1934	5	5	5
öl	1935	5	5	5
öl	1936	8	8	7
öl	1937	9	9	8
öl	1938	16	15	12
öl	1939	10	10	9
öl	1940	17	7	5
öl	1941	18	13	9
öl	1942	15	13	9
öl	1943	7	7	7
öl	1944	5	5	5
öl	1945	6	6	6
öl	1946	207	80	5
öl	1947	19	18	12
öl	1948	10	10	10
öl	1949	55	40	13
öl	1950	19	19	10
öl	1951	18	16	10
öl	1952	14	12	7
öl	1953	7	7	6
öl	1954	10	10	10
öl	1955	12	8	3
öl	1956	9	9	7
öl	1957	10	10	8
öl	1958	18	16	10
öl	1959	22	18	9
öl	1960	16	16	15
öl	1961	10	8	6
öl	1962	12	10	7
öl	1963	11	11	9
öl	1965	5	5	4
öl	1966	4	4	4
öl	1967	11	8	3
öl	1968	4	4	4
öl	1969	6	6	6
öl	1970	5	4	3
öl	1971	1	1	1
öl	1972	2	2	1
öl	1973	7	7	6
öl	1974	9	8	7
öl	1975	4	4	1
öl	1976	8	8	6
öl	1977	1	1	1
öl	1978	5	5	4
öl	1979	6	5	5
öl	1980	2	2	2
öl	1981	8	8	7
öl	1982	9	7	7
öl	1983	4	4	4
öl	1984	5	5	4
öl	1985	10	9	3
öl	1986	2	2	1
öl	1987	5	5	3
öl	1988	5	5	5
öl	1989	1	1	1
öl	1990	3	3	2
öl	1991	8	6	5
öl	1992	4	4	4
öl	1993	2	2	1
öl	1994	5	5	4
öl	1995	1	1	1
öl	1996	8	8	6
öl	1997	5	5	3
öl	1999	11	8	3
öl	2000	2	2	2
öl	2001	3	3	2
öl	2002	1	1	1
öl	2003	3	3	3
öl	2004	1	1	1
öl	2005	3	3	3
öl	2006	1	1	1
öl	2008	1	1	1
ùber	1825	1	1	1
ùber	1832	1	1	1
ùber	1836	7	5	2
ùber	1859	1	1	1
ùber	1866	1	1	1
ùber	1879	2	2	2
ùber	1880	1	1	1
ùber	1881	1	1	1
ùber	1882	1	1	1
ùber	1883	1	1	1
ùber	1886	2	2	1
ùber	1890	1	1	1
ùber	1891	1	1	1
ùber	1893	4	4	1
ùber	1894	1	1	1
ùber	1900	1	1	1
ùber	1901	1	1	1
ùber	1902	1	1	1
ùber	1909	2	2	2
ùber	1911	1	1	1
ùber	1913	1	1	1
ùber	1914	1	1	1
ùber	1917	1	1	1
ùber	1920	6	6	3
ùber	1921	2	2	1
ùber	1923	27	24	2
ùber	1924	1	1	1
ùber	1925	1	1	1
ùber	1927	1	1	1
ùber	1929	2	2	2
ùber	1931	1	1	1
ùber	1932	1	1	1
ùber	1933	1	1	1
ùber	1935	3	1	1
ùber	1938	1	1	1
ùber	1939	12	11	5
ùber	1942	34	27	2
ùber	1945	9	8	3
ùber	1946	1	1	1
ùber	1948	1	1	1
ùber	1949	1	1	1
ùber	1951	1	1	1
ùber	1952	1	1	1
ùber	1954	6	6	1
ùber	1955	1	1	1
ùber	1956	1	1	1
ùber	1957	11	10	1
ùber	1958	2	2	2
ùber	1959	1	1	1
ùber	1961	6	6	1
ùber	1962	1	1	1
ùber	1963	1	1	1
ùber	1964	3	3	3
ùber	1965	5	4	3
ùber	1966	3	3	2
ùber	1970	1	1	1
ùber	1972	1	1	1
ùber	1974	14	11	2
ùber	1975	2	2	2
ùber	1977	1	1	1
ùber	1978	49	21	1
ùber	1979	4	4	2
ùber	1980	3	3	2
ùber	1982	3	3	1
ùber	1984	10	5	2
ùber	1986	6	6	1
ùber	1987	55	39	3
ùber	1991	1	1	1
ùber	1992	21	10	2
único	1804	1	1	1
único	1806	5	5	1
único	1808	1	1	1
único	1811	1	1	1
único	1812	12	10	2
único	1813	1	1	1
único	1814	2	2	2
único	1816	1	1	1
único	1820	2	2	2
único	1822	1	1	1
único	1823	1	1	1
único	1824	4	4	2
único	1825	1	1	1
único	1828	3	3	3
único	1829	3	3	1
único	1830	2	2	2
único	1831	2	2	2
único	1835	1	1	1
único	1836	1	1	1
único	1837	1	1	1
único	1842	2	2	1
único	1843	1	1	1
único	1844	2	2	2
único	1848	1	1	1
único	1849	1	1	1
único	1850	1	1	1
único	1851	1	1	1
único	1853	47	40	6
único	1854	1	1	1
único	1855	1	1	1
único	1856	2	1	1
único	1857	14	14	2
único	1858	9	9	3
único	1859	11	11	3
único	1861	2	2	2
único	1862	1	1	1
único	1863	1	1	1
único	1864	4	4	3
único	1867	2	2	1
único	1868	1	1	1
único	1870	9	8	2
único	1872	4	4	1
único	1873	2	2	1
único	1874	6	6	2
único	1875	1	1	1
único	1878	3	3	2
único	1879	5	5	1
único	1881	3	3	3
único	1882	4	4	1
único	1883	8	8	3
único	1884	4	4	1
único	1885	1	1	1
único	1886	1	1	1
único	1888	1	1	1
único	1890	2	2	1
único	1891	2	2	1
único	1892	2	2	2
único	1893	7	4	4
único	1894	1	1	1
único	1897	1	1	1
único	1898	1	1	1
único	1900	24	24	2
único	1901	6	6	1
único	1903	2	2	1
único	1904	2	2	2
único	1905	6	6	2
único	1906	6	6	4
único	1908	6	6	4
único	1909	23	23	5
único	1910	3	3	2
único	1911	14	10	5
único	1912	2	2	1
único	1913	4	4	4
único	1914	7	5	2
único	1916	10	10	3
único	1917	20	20	3
único	1918	7	7	3
único	1919	19	18	3
único	1922	2	2	1
único	1924	2	2	2
único	1925	13	13	3
único	1926	1	1	1
único	1927	2	2	2
único	1928	1	1	1
único	1929	3	3	2
único	1930	7	7	5
único	1931	16	15	7
único	1932	1	1	1
único	1933	13	13	4
único	1934	26	22	5
único	1935	52	50	9
único	1936	7	7	3
único	1937	8	8	4
único	1938	6	6	2
único	1939	4	4	2
único	1940	11	11	7
único	1941	11	9	4
único	1942	75	47	4
único	1943	6	6	4
único	1944	2	2	2
único	1945	32	32	2
único	1946	6	6	6
único	1947	10	10	2
único	1948	4	4	3
único	1949	43	38	3
único	1950	2	2	2
único	1951	11	10	4
único	1952	12	12	7
único	1953	9	8	7
único	1954	28	27	5
único	1955	19	16	4
único	1956	24	22	7
único	1957	3	3	1
único	1958	37	36	9
único	1959	16	16	6
único	1960	19	18	6
único	1961	21	19	8
único	1962	16	16	4
único	1963	22	22	8
único	1964	15	15	4
único	1965	8	7	2
único	1966	33	30	7
único	1967	38	31	8
único	1968	54	49	5
único	1969	27	25	8
único	1970	26	24	8
único	1971	18	17	6
único	1972	2	2	2
único	1973	30	26	3
único	1974	46	42	9
único	1975	15	13	6
único	1976	8	6	5
único	1977	10	10	7
único	1978	33	28	6
único	1979	13	12	10
único	1980	42	38	7
único	1981	63	59	10
único	1982	23	21	7
único	1983	20	19	3
único	1984	52	48	9
único	1985	5	3	3
único	1986	17	17	5
único	1987	27	25	7
único	1988	31	31	8
único	1989	45	37	10
único	1990	48	45	10
único	1991	10	9	3
único	1992	54	52	8
único	1993	29	28	8
único	1994	52	43	9
único	1995	39	37	7
único	1996	11	10	4
único	1997	62	57	7
único	1998	20	19	5
único	1999	40	33	9
único	2000	4	4	2
único	2001	38	34	7
único	2002	13	11	7
único	2003	21	20	6
único	2004	20	18	3
único	2005	41	38	7
único	2006	40	35	11
único	2008	53	48	8
übereinander	1822	1	1	1
übereinander	1883	2	2	1
übereinander	1887	2	2	2
übereinander	1903	1	1	1
übereinander	1906	1	1	1
übereinander	1911	1	1	1
übereinander	1913	1	1	1
übereinander	1918	1	1	1
übereinander	1919	1	1	1
übereinander	1921	1	1	1
übereinander	1922	5	4	1
übereinander	1925	1	1	1
übereinander	1926	1	1	1
übereinander	1929	2	2	1
übereinander	1930	1	1	1
übereinander	1932	4	4	2
übereinander	1933	2	2	1
übereinander	1934	4	4	1
übereinander	1935	2	2	1
übereinander	1937	2	2	2
übereinander	1938	1	1	1
übereinander	1939	2	2	2
übereinander	1940	7	7	4
übereinander	1941	2	2	2
übereinander	1942	1	1	1
übereinander	1944	3	2	1
übereinander	1946	1	1	1
übereinander	1947	2	2	2
übereinander	1951	4	4	3
übereinander	1952	4	4	2
übereinander	1954	2	2	2
übereinander	1955	1	1	1
übereinander	1956	3	3	3
übereinander	1957	7	7	3
übereinander	1958	2	2	2
übereinander	1959	1	1	1
übereinander	1960	5	4	3
übereinander	1961	1	1	1
übereinander	1962	4	4	2
übereinander	1963	4	4	2
übereinander	1964	2	2	2
übereinander	1966	1	1	1
übereinander	1967	1	1	1
übereinander	1969	2	2	2
übereinander	1973	1	1	1
übereinander	1974	1	1	1
übereinander	1976	2	2	2
übereinander	1977	1	1	1
übereinander	1978	1	1	1
übereinander	1979	3	3	3
übereinander	1980	3	3	3
übereinander	1981	1	1	1
übereinander	1982	2	2	1
übereinander	1985	1	1	1
übereinander	1991	6	5	1
übereinander	1993	3	3	1
übereinander	1995	1	1	1
übereinander	1998	2	2	1
übereinander	1999	2	2	2
übereinander	2003	4	4	1
übereinander	2005	3	3	2
übergeben	1825	1	1	1
übergeben	1851	1	1	1
übergeben	1852	1	1	1
übergeben	1854	1	1	1
übergeben	1865	4	4	2
übergeben	1868	8	6	2
übergeben	1869	3	3	3
übergeben	1872	2	2	2
übergeben	1874	2	2	1
übergeben	1875	2	2	1
übergeben	1879	1	1	1
übergeben	1883	2	2	1
übergeben	1884	4	4	1
übergeben	1890	11	11	8
übergeben	1895	1	1	1
übergeben	1896	5	5	5
übergeben	1898	2	2	2
übergeben	1899	2	2	2
übergeben	1900	1	1	1
übergeben	1901	1	1	1
übergeben	1902	1	1	1
übergeben	1903	3	3	2
übergeben	1904	8	7	3
übergeben	1905	9	8	2
übergeben	1906	7	7	3
übergeben	1909	1	1	1
übergeben	1910	1	1	1
übergeben	1911	2	2	1
übergeben	1913	1	1	1
übergeben	1914	1	1	1
übergeben	1918	1	1	1
übergeben	1919	1	1	1
übergeben	1920	8	8	2
übergeben	1921	1	1	1
übergeben	1925	1	1	1
übergeben	1926	1	1	1
übergeben	1927	2	2	1
übergeben	1929	1	1	1
übergeben	1930	2	2	1
übergeben	1931	2	2	2
übergeben	1932	4	3	2
übergeben	1933	2	2	2
übergeben	1935	9	9	6
übergeben	1936	14	11	4
übergeben	1939	3	3	2
übergeben	1940	13	12	3
übergeben	1941	1	1	1
übergeben	1942	1	1	1
übergeben	1944	1	1	1
übergeben	1946	9	9	3
übergeben	1947	1	1	1
übergeben	1949	3	3	3
übergeben	1950	2	2	1
übergeben	1952	1	1	1
übergeben	1954	2	2	2
übergeben	1955	2	2	2
übergeben	1956	2	2	2
übergeben	1957	2	2	2
übergeben	1958	2	2	2
übergeben	1960	7	5	5
übergeben	1961	1	1	1
übergeben	1963	8	8	3
übergeben	1964	1	1	1
übergeben	1965	2	2	2
übergeben	1967	2	2	2
übergeben	1971	2	2	2
übergeben	1972	5	5	4
übergeben	1973	2	2	1
übergeben	1974	3	3	1
übergeben	1975	1	1	1
übergeben	1976	8	8	1
übergeben	1977	4	4	2
übergeben	1978	3	3	2
übergeben	1979	3	3	1
übergeben	1980	3	3	2
übergeben	1981	2	2	2
übergeben	1982	6	6	4
übergeben	1983	4	4	2
übergeben	1985	2	2	1
übergeben	1986	1	1	1
übergeben	1987	2	1	1
übergeben	1988	7	7	5
übergeben	1989	1	1	1
übergeben	1990	5	5	3
übergeben	1991	1	1	1
übergeben	1993	1	1	1
übergeben	1994	7	5	1
übergeben	1995	1	1	1
übergeben	1999	1	1	1
übergeben	2000	1	1	1
übergeben	2002	1	1	1
übergeben	2004	1	1	1
übergeben	2005	1	1	1
übergeben	2006	1	1	1
übergeben	2007	1	1	1
übergeordnete	1938	1	1	1
übergeordnete	1942	1	1	1
übergeordnete	1946	1	1	1
übergeordnete	1947	1	1	1
übergeordnete	1956	1	1	1
