ngram	year	match_count	page_count	volume_count
éternel	1822	4	4	3
éternel	1823	5	3	2
éternel	1824	4	4	4
éternel	1825	4	4	2
éternel	1826	13	13	5
éternel	1827	2	2	2
éternel	1828	1	1	1
éternel	1829	2	2	2
éternel	1830	1	1	1
éternel	1831	9	7	7
éternel	1832	1	1	1
éternel	1833	6	6	3
éternel	1835	3	3	3
éternel	1837	5	5	5
éternel	1838	1	1	1
éternel	1840	1	1	1
éternel	1841	3	3	2
éternel	1842	1	1	1
éternel	1843	2	2	2
éternel	1844	5	5	5
éternel	1845	13	13	6
éternel	1846	3	3	3
éternel	1848	2	2	2
éternel	1849	1	1	1
éternel	1850	4	4	3
éternel	1851	4	4	4
éternel	1852	3	3	3
éternel	1853	5	5	5
éternel	1856	1	1	1
éternel	1857	1	1	1
éternel	1858	6	4	3
éternel	1859	2	2	2
éternel	1860	1	1	1
éternel	1862	8	8	6
éternel	1863	6	6	5
éternel	1864	3	3	2
éternel	1865	1	1	1
éternel	1866	4	4	3
éternel	1869	1	1	1
éternel	1870	5	5	5
éternel	1871	3	3	3
éternel	1872	3	3	3
éternel	1874	3	3	3
éternel	1875	5	5	5
éternel	1876	3	3	2
éternel	1877	6	6	5
éternel	1879	1	1	1
éternel	1880	4	4	4
éternel	1881	4	4	2
éternel	1882	4	4	4
éternel	1883	4	4	3
éternel	1884	3	3	3
éternel	1885	1	1	1
éternel	1886	2	2	1
éternel	1887	1	1	1
éternel	1888	2	2	2
éternel	1889	2	2	2
éternel	1890	3	3	3
éternel	1891	4	4	4
éternel	1892	25	23	9
éternel	1893	4	4	4
éternel	1894	1	1	1
éternel	1895	8	8	6
éternel	1896	14	13	5
éternel	1898	6	5	5
éternel	1899	25	24	12
éternel	1900	17	17	16
éternel	1902	7	7	3
éternel	1903	15	15	3
éternel	1904	4	4	3
éternel	1906	15	15	10
éternel	1907	5	4	4
éternel	1908	6	4	3
éternel	1909	1	1	1
éternel	1910	1	1	1
éternel	1911	1	1	1
éternel	1912	5	5	4
éternel	1913	1	1	1
éternel	1914	2	2	2
éternel	1915	12	12	5
éternel	1916	6	6	5
éternel	1917	105	91	4
éternel	1918	3	3	3
éternel	1919	14	13	8
éternel	1920	5	5	5
éternel	1921	7	7	7
éternel	1922	3	3	3
éternel	1923	2	2	2
éternel	1925	7	6	5
éternel	1926	3	3	3
éternel	1927	9	9	3
éternel	1928	4	4	4
éternel	1929	11	9	2
éternel	1930	6	6	4
éternel	1931	2	2	2
éternel	1932	3	3	2
éternel	1933	11	10	7
éternel	1934	6	5	4
éternel	1935	4	4	3
éternel	1936	7	7	5
éternel	1937	7	6	4
éternel	1938	14	13	5
éternel	1939	10	10	6
éternel	1940	5	5	5
éternel	1941	6	6	3
éternel	1942	6	6	4
éternel	1943	9	7	6
éternel	1944	19	11	2
éternel	1945	12	9	5
éternel	1946	10	8	5
éternel	1947	9	9	3
éternel	1948	8	8	6
éternel	1949	8	6	6
éternel	1950	19	19	8
éternel	1951	7	7	5
éternel	1952	23	22	8
éternel	1953	4	4	3
éternel	1954	7	7	4
éternel	1955	10	10	5
éternel	1956	7	7	4
éternel	1957	14	14	7
éternel	1958	11	11	6
éternel	1959	4	4	3
éternel	1960	2	2	2
éternel	1961	10	9	4
éternel	1962	6	6	2
éternel	1963	6	6	6
éternel	1964	24	23	11
éternel	1965	9	9	4
éternel	1966	14	10	8
éternel	1967	20	19	9
éternel	1968	2	2	1
éternel	1969	23	22	8
éternel	1970	16	14	4
éternel	1971	16	14	8
éternel	1972	9	9	3
éternel	1973	9	9	6
éternel	1974	10	10	6
éternel	1975	14	14	6
éternel	1976	15	14	5
éternel	1977	6	6	5
éternel	1978	6	6	3
éternel	1979	6	6	2
éternel	1980	5	4	4
éternel	1981	9	8	5
éternel	1982	1	1	1
éternel	1983	4	4	4
éternel	1984	14	14	6
éternel	1985	4	4	2
éternel	1986	12	12	4
éternel	1987	1	1	1
éternel	1988	4	3	1
éternel	1989	9	8	4
éternel	1991	1	1	1
éternel	1992	1	1	1
éternel	1993	3	2	2
éternel	1994	7	6	3
éternel	1995	2	2	2
éternel	1998	3	2	2
éternel	1999	1	1	1
éternel	2000	2	2	2
éternel	2001	2	2	1
éternel	2004	1	1	1
éternel	2006	3	3	3
étincelant	1822	1	1	1
étincelant	1839	1	1	1
étincelant	1858	1	1	1
étincelant	1876	1	1	1
étincelant	1880	1	1	1
étincelant	1882	1	1	1
étincelant	1883	1	1	1
étincelant	1884	3	3	3
étincelant	1891	2	2	2
étincelant	1892	2	2	2
étincelant	1902	3	3	2
étincelant	1912	2	2	2
étincelant	1915	3	3	1
étincelant	1922	1	1	1
étincelant	1923	1	1	1
étincelant	1926	1	1	1
étincelant	1927	5	5	1
étincelant	1929	2	2	2
étincelant	1933	2	2	2
étincelant	1936	2	2	1
étincelant	1946	2	2	2
étincelant	1949	1	1	1
étincelant	1950	4	4	2
étincelant	1951	3	3	3
étincelant	1958	2	2	2
étincelant	1961	1	1	1
étincelant	1963	2	2	2
étincelant	1965	1	1	1
étincelant	1969	1	1	1
étincelant	1975	1	1	1
étincelant	1978	2	2	2
étincelant	1984	2	2	2
étincelant	1987	1	1	1
étincelant	1989	1	1	1
étincelant	1999	1	1	1
étnica	1874	1	1	1
étnica	1901	1	1	1
étnica	1926	1	1	1
étnica	1931	1	1	1
étnica	1933	1	1	1
étnica	1938	1	1	1
étnica	1941	1	1	1
étnica	1951	1	1	1
étnica	1952	1	1	1
étnica	1956	6	4	2
étnica	1958	1	1	1
étnica	1961	1	1	1
étnica	1963	1	1	1
étnica	1965	1	1	1
étnica	1967	1	1	1
étnica	1970	1	1	1
étnica	1973	1	1	1
étnica	1976	6	5	1
étnica	1977	5	5	2
étnica	1980	6	6	1
étnica	1982	15	5	1
étnica	1987	9	8	4
étnica	1990	14	6	2
étnica	1992	4	3	2
étnica	1993	2	2	2
étnica	1994	2	2	2
étnica	1996	4	4	2
étnica	1998	19	17	3
étnica	1999	1	1	1
étnica	2000	2	2	1
étnica	2001	1	1	1
étnica	2002	4	4	1
étnica	2003	1	1	1
étnica	2004	2	2	2
étouffe	1817	1	1	1
étouffe	1819	1	1	1
étouffe	1820	3	3	3
étouffe	1823	2	2	2
étouffe	1830	2	2	2
étouffe	1835	3	3	3
étouffe	1840	2	2	2
étouffe	1841	2	2	2
étouffe	1842	1	1	1
étouffe	1846	4	4	4
étouffe	1848	1	1	1
étouffe	1849	1	1	1
étouffe	1852	1	1	1
étouffe	1866	1	1	1
étouffe	1867	1	1	1
étouffe	1868	1	1	1
étouffe	1871	1	1	1
étouffe	1875	4	4	2
étouffe	1877	3	3	3
étouffe	1886	1	1	1
étouffe	1891	1	1	1
étouffe	1892	1	1	1
étouffe	1895	2	2	2
étouffe	1896	3	3	1
étouffe	1897	1	1	1
étouffe	1898	1	1	1
étouffe	1899	5	5	5
étouffe	1900	17	17	11
étouffe	1901	1	1	1
étouffe	1902	1	1	1
étouffe	1905	2	1	1
étouffe	1906	5	5	3
étouffe	1912	2	2	1
étouffe	1913	1	1	1
étouffe	1915	1	1	1
étouffe	1917	4	4	3
étouffe	1920	2	2	2
étouffe	1922	1	1	1
étouffe	1923	4	4	4
étouffe	1924	1	1	1
étouffe	1927	4	2	1
étouffe	1929	2	2	2
étouffe	1931	1	1	1
étouffe	1933	1	1	1
étouffe	1934	2	2	2
étouffe	1935	1	1	1
étouffe	1938	2	2	2
étouffe	1939	1	1	1
étouffe	1940	3	3	3
étouffe	1945	1	1	1
étouffe	1946	1	1	1
étouffe	1947	1	1	1
étouffe	1949	1	1	1
étouffe	1950	1	1	1
étouffe	1951	3	2	1
étouffe	1952	1	1	1
étouffe	1954	2	2	2
étouffe	1955	2	2	1
étouffe	1957	1	1	1
étouffe	1960	1	1	1
étouffe	1961	2	2	1
étouffe	1964	2	2	2
étouffe	1966	4	4	3
étouffe	1967	1	1	1
étouffe	1968	3	3	3
étouffe	1971	2	2	2
étouffe	1972	2	2	2
étouffe	1973	1	1	1
étouffe	1974	1	1	1
étouffe	1975	1	1	1
étouffe	1977	1	1	1
étouffe	1978	1	1	1
étouffe	1979	2	2	1
étouffe	1980	3	3	2
étouffe	1981	2	2	1
étouffe	1982	3	3	3
étouffe	1983	3	1	1
étouffe	1984	1	1	1
étouffe	1985	2	2	2
étouffe	1986	1	1	1
étouffe	1988	1	1	1
étouffe	1989	4	3	2
étouffe	1992	2	2	1
étouffe	1996	1	1	1
étouffe	1998	1	1	1
étouffe	2000	1	1	1
étouffe	2004	1	1	1
étouffe	2006	2	2	2
étourdir	1771	1	1	1
étourdir	1810	1	1	1
étourdir	1826	3	3	3
étourdir	1840	3	3	3
étourdir	1843	1	1	1
étourdir	1844	1	1	1
étourdir	1855	3	3	3
étourdir	1859	1	1	1
étourdir	1865	1	1	1
étourdir	1866	1	1	1
étourdir	1880	2	2	2
étourdir	1890	4	4	4
étourdir	1896	2	2	2
étourdir	1913	1	1	1
étourdir	1925	1	1	1
étourdir	1927	1	1	1
étourdir	1941	1	1	1
étourdir	1946	2	1	1
étourdir	1947	1	1	1
étourdir	1949	1	1	1
étourdir	1960	1	1	1
étourdir	1965	1	1	1
étourdir	1966	2	2	2
étourdir	1968	1	1	1
étourdir	1970	2	2	2
étourdir	1973	2	2	1
étourdir	1991	1	1	1
étourdir	1992	1	1	1
étourdis	1817	3	3	3
étourdis	1818	1	1	1
étourdis	1820	2	2	2
étourdis	1825	1	1	1
étourdis	1830	1	1	1
étourdis	1839	2	2	2
étourdis	1840	1	1	1
étourdis	1868	1	1	1
étourdis	1871	2	2	2
étourdis	1872	1	1	1
étourdis	1873	1	1	1
étourdis	1876	1	1	1
étourdis	1884	1	1	1
étourdis	1890	5	5	5
étourdis	1892	1	1	1
étourdis	1896	2	2	2
étourdis	1897	2	2	2
étourdis	1899	4	4	4
étourdis	1900	3	3	3
étourdis	1903	2	2	2
étourdis	1908	2	2	2
étourdis	1913	2	2	2
étourdis	1914	1	1	1
étourdis	1915	1	1	1
étourdis	1916	1	1	1
étourdis	1927	1	1	1
étourdis	1932	1	1	1
étourdis	1936	3	3	2
étourdis	1961	1	1	1
étourdis	1966	1	1	1
étourdis	1967	1	1	1
étourdis	1973	1	1	1
étourdis	1975	1	1	1
étourdis	1980	1	1	1
étourdis	1988	2	2	1
étourdis	1992	1	1	1
étrangere	1760	1	1	1
étrangere	1766	1	1	1
étrangere	1775	1	1	1
étrangere	1801	1	1	1
étrangere	1813	1	1	1
étrangere	1814	2	2	2
étrangere	1820	1	1	1
étrangere	1828	1	1	1
étrangere	1830	1	1	1
étrangere	1831	2	2	2
étrangere	1832	1	1	1
étrangere	1838	1	1	1
étrangere	1840	1	1	1
étrangere	1844	3	2	2
étrangere	1845	1	1	1
étrangere	1847	5	5	4
étrangere	1849	1	1	1
étrangere	1856	1	1	1
étrangere	1858	1	1	1
étrangere	1862	1	1	1
étrangere	1863	5	5	4
étrangere	1865	2	2	1
étrangere	1866	4	4	4
étrangere	1870	1	1	1
étrangere	1871	1	1	1
étrangere	1873	1	1	1
étrangere	1876	3	3	2
étrangere	1880	1	1	1
étrangere	1882	1	1	1
étrangere	1883	1	1	1
étrangere	1884	1	1	1
étrangere	1886	1	1	1
étrangere	1889	1	1	1
étrangere	1893	1	1	1
étrangere	1895	1	1	1
étrangere	1899	7	7	7
étrangere	1904	2	2	2
étrangere	1906	2	2	1
étrangere	1907	2	2	2
étrangere	1908	2	2	2
étrangere	1909	5	3	2
étrangere	1914	1	1	1
étrangere	1915	1	1	1
étrangere	1926	2	2	2
étrangere	1929	1	1	1
étrangere	1931	2	2	1
étrangere	1933	2	2	2
étrangere	1936	1	1	1
étrangere	1937	3	3	2
étrangere	1940	1	1	1
étrangere	1947	3	3	1
étrangere	1951	1	1	1
étrangere	1952	1	1	1
étrangere	1954	4	4	3
étrangere	1956	2	2	1
étrangere	1959	1	1	1
étrangere	1960	1	1	1
étrangere	1964	4	4	3
étrangere	1967	2	2	1
étrangere	1969	1	1	1
étrangere	1971	1	1	1
étrangere	1972	1	1	1
étrangere	1973	7	7	4
étrangere	1978	2	2	2
étrangere	1986	1	1	1
étrangere	2006	1	1	1
étrangeres	1799	1	1	1
étrangeres	1807	1	1	1
étrangeres	1814	1	1	1
étrangeres	1824	1	1	1
étrangeres	1830	1	1	1
étrangeres	1831	4	4	4
étrangeres	1832	2	2	2
étrangeres	1834	1	1	1
étrangeres	1842	1	1	1
étrangeres	1845	2	2	1
étrangeres	1847	1	1	1
étrangeres	1848	2	2	2
étrangeres	1851	1	1	1
étrangeres	1852	1	1	1
étrangeres	1853	1	1	1
étrangeres	1854	5	5	5
étrangeres	1856	3	3	2
étrangeres	1861	4	4	2
étrangeres	1865	1	1	1
étrangeres	1869	2	2	1
étrangeres	1874	1	1	1
étrangeres	1875	5	5	5
étrangeres	1877	2	2	2
étrangeres	1881	1	1	1
étrangeres	1884	2	2	2
étrangeres	1885	1	1	1
étrangeres	1887	1	1	1
étrangeres	1889	1	1	1
étrangeres	1895	1	1	1
étrangeres	1896	2	2	2
étrangeres	1898	2	2	2
étrangeres	1899	3	3	3
étrangeres	1900	5	5	5
étrangeres	1903	1	1	1
étrangeres	1904	1	1	1
étrangeres	1906	9	7	3
étrangeres	1907	5	5	2
étrangeres	1908	1	1	1
étrangeres	1909	43	36	2
étrangeres	1915	15	12	2
étrangeres	1917	1	1	1
étrangeres	1921	2	2	2
étrangeres	1922	1	1	1
étrangeres	1924	1	1	1
étrangeres	1926	1	1	1
étrangeres	1929	1	1	1
étrangeres	1930	1	1	1
étrangeres	1931	1	1	1
étrangeres	1932	2	2	2
étrangeres	1933	1	1	1
étrangeres	1937	1	1	1
étrangeres	1938	1	1	1
étrangeres	1939	3	3	2
étrangeres	1942	2	2	1
étrangeres	1943	1	1	1
étrangeres	1950	5	4	2
étrangeres	1954	1	1	1
étrangeres	1959	14	11	2
étrangeres	1961	3	3	1
étrangeres	1962	1	1	1
étrangeres	1964	1	1	1
étrangeres	1965	7	5	2
étrangeres	1969	1	1	1
étrangeres	1973	4	4	2
étrangeres	1981	1	1	1
étrangeres	1986	1	1	1
étrangeres	1989	3	1	1
étrangeres	2003	1	1	1
étrangeres	2006	1	1	1
étreint	1848	1	1	1
étreint	1867	1	1	1
étreint	1884	4	4	4
étreint	1892	2	2	2
étreint	1895	1	1	1
étreint	1902	2	2	1
étreint	1908	1	1	1
étreint	1909	1	1	1
étreint	1917	4	4	2
étreint	1927	1	1	1
étreint	1933	1	1	1
étreint	1934	1	1	1
étreint	1937	2	2	2
étreint	1938	1	1	1
étreint	1939	2	2	2
étreint	1940	2	2	1
étreint	1942	1	1	1
étreint	1944	1	1	1
étreint	1945	3	3	3
étreint	1956	2	2	2
étreint	1958	1	1	1
étreint	1962	1	1	1
étreint	1963	1	1	1
étreint	1966	1	1	1
étreint	1969	1	1	1
étreint	1973	2	2	2
étreint	1974	1	1	1
étreint	1978	1	1	1
étreint	1979	1	1	1
étreint	1986	1	1	1
étreint	1996	1	1	1
étroite	1759	1	1	1
étroite	1782	1	1	1
étroite	1787	2	2	1
étroite	1800	1	1	1
étroite	1814	12	12	4
étroite	1823	6	6	2
étroite	1824	5	5	5
étroite	1825	2	2	2
étroite	1826	4	4	4
étroite	1827	2	2	2
étroite	1828	2	1	1
étroite	1829	4	4	3
étroite	1830	3	3	3
étroite	1831	2	2	1
étroite	1833	2	2	1
étroite	1835	1	1	1
étroite	1836	11	11	9
étroite	1837	1	1	1
étroite	1838	5	5	4
étroite	1839	4	4	3
étroite	1841	2	2	2
étroite	1842	4	4	4
étroite	1843	3	3	3
étroite	1844	6	6	5
étroite	1845	6	6	6
étroite	1846	5	5	3
étroite	1847	2	2	2
étroite	1848	3	3	3
étroite	1849	6	6	6
étroite	1850	1	1	1
étroite	1851	15	15	9
étroite	1852	2	2	2
étroite	1853	11	11	8
étroite	1854	50	48	8
étroite	1855	1	1	1
étroite	1857	5	5	4
étroite	1858	4	4	3
étroite	1861	1	1	1
étroite	1862	3	3	3
étroite	1863	3	3	3
étroite	1865	2	2	2
étroite	1866	10	10	9
étroite	1867	5	5	3
étroite	1868	4	4	4
étroite	1869	1	1	1
étroite	1870	4	4	3
étroite	1871	12	12	8
étroite	1872	6	6	6
étroite	1873	5	5	5
étroite	1874	12	12	6
étroite	1875	28	28	17
étroite	1876	7	7	4
étroite	1877	1	1	1
étroite	1878	7	7	7
étroite	1879	13	13	9
étroite	1880	6	6	5
étroite	1881	6	6	6
étroite	1882	3	3	2
étroite	1883	3	3	3
étroite	1884	8	8	6
étroite	1885	1	1	1
étroite	1886	1	1	1
étroite	1887	1	1	1
étroite	1888	1	1	1
étroite	1890	1	1	1
étroite	1891	7	7	4
étroite	1892	9	9	5
étroite	1893	4	4	4
étroite	1894	2	2	2
étroite	1895	3	3	3
étroite	1896	24	24	10
étroite	1898	27	27	14
étroite	1899	13	13	10
étroite	1900	12	12	12
étroite	1901	1	1	1
étroite	1902	7	7	3
étroite	1903	4	4	2
étroite	1904	6	6	6
étroite	1906	1	1	1
étroite	1908	9	8	7
étroite	1910	3	3	3
étroite	1911	1	1	1
étroite	1912	3	3	3
étroite	1914	3	3	3
étroite	1915	5	4	4
étroite	1916	5	5	4
étroite	1917	5	5	4
étroite	1918	5	5	5
étroite	1919	19	15	9
étroite	1920	4	4	4
étroite	1921	10	10	7
étroite	1922	1	1	1
étroite	1923	6	6	3
étroite	1924	3	3	3
étroite	1925	6	6	5
étroite	1926	11	11	7
étroite	1927	26	25	6
étroite	1928	1	1	1
étroite	1929	7	7	6
étroite	1930	5	5	4
étroite	1931	18	18	5
étroite	1932	4	4	4
étroite	1933	7	7	5
étroite	1934	1	1	1
étroite	1935	5	5	5
étroite	1936	1	1	1
étroite	1937	5	5	4
étroite	1938	13	13	5
étroite	1939	5	5	3
étroite	1940	8	8	5
étroite	1941	7	7	7
étroite	1942	25	22	9
étroite	1943	11	8	3
étroite	1944	6	6	2
étroite	1945	20	14	7
étroite	1946	2	2	2
étroite	1947	2	2	2
étroite	1948	2	2	2
étroite	1949	3	3	3
étroite	1950	16	15	6
étroite	1951	4	4	3
étroite	1952	29	22	9
étroite	1953	2	2	2
étroite	1954	21	20	8
étroite	1955	20	17	6
étroite	1956	20	20	10
étroite	1957	25	24	11
étroite	1958	22	21	7
étroite	1959	23	19	6
étroite	1960	22	20	9
étroite	1961	13	10	5
étroite	1962	13	12	5
étroite	1963	30	26	13
étroite	1964	26	23	10
étroite	1965	11	11	5
étroite	1966	19	19	13
étroite	1967	11	10	5
étroite	1968	5	5	5
étroite	1969	11	11	8
étroite	1970	13	12	8
étroite	1971	22	22	9
étroite	1972	4	4	3
étroite	1973	22	22	5
étroite	1974	37	37	10
étroite	1975	24	23	12
étroite	1976	35	33	11
étroite	1977	16	14	8
étroite	1978	18	18	7
étroite	1979	12	12	3
étroite	1980	7	7	5
étroite	1981	18	16	8
étroite	1982	8	8	3
étroite	1983	9	8	5
étroite	1984	9	9	5
étroite	1985	5	5	2
étroite	1986	4	4	2
étroite	1987	34	25	6
étroite	1988	14	12	7
étroite	1989	8	6	4
étroite	1990	2	2	2
étroite	1991	4	3	2
étroite	1992	4	4	4
étroite	1993	5	3	2
étroite	1994	2	2	2
étroite	1995	9	8	3
étroite	1996	4	4	3
étroite	1997	20	11	2
étroite	1998	7	7	3
étroite	1999	8	8	4
étroite	2000	3	3	3
étroite	2001	9	8	4
étroite	2002	3	3	2
étroite	2003	6	6	1
étroite	2004	2	2	2
étroite	2005	1	1	1
étroite	2006	1	1	1
étudiants	1823	4	4	2
étudiants	1824	1	1	1
étudiants	1838	1	1	1
étudiants	1841	2	2	1
étudiants	1845	1	1	1
étudiants	1854	2	2	2
étudiants	1856	1	1	1
étudiants	1857	2	2	2
étudiants	1859	1	1	1
étudiants	1866	1	1	1
étudiants	1871	2	2	1
étudiants	1872	2	2	2
étudiants	1873	1	1	1
étudiants	1875	4	4	4
étudiants	1880	1	1	1
étudiants	1884	4	4	4
étudiants	1886	10	9	5
étudiants	1888	2	2	2
étudiants	1891	1	1	1
étudiants	1893	1	1	1
étudiants	1895	1	1	1
étudiants	1896	5	4	2
étudiants	1897	1	1	1
étudiants	1898	1	1	1
étudiants	1899	5	5	4
étudiants	1900	3	3	3
étudiants	1901	2	1	1
étudiants	1902	12	9	7
étudiants	1904	1	1	1
étudiants	1906	2	2	2
étudiants	1907	3	3	3
étudiants	1908	1	1	1
étudiants	1910	2	2	2
étudiants	1911	5	4	2
étudiants	1912	2	2	1
étudiants	1913	3	3	3
étudiants	1914	1	1	1
étudiants	1916	25	13	2
étudiants	1917	5	4	3
étudiants	1918	1	1	1
étudiants	1919	5	5	4
étudiants	1920	1	1	1
étudiants	1921	3	3	3
étudiants	1922	7	7	2
étudiants	1923	3	3	2
étudiants	1925	2	2	2
étudiants	1926	5	4	4
étudiants	1927	1	1	1
étudiants	1928	2	2	2
étudiants	1929	3	2	1
étudiants	1930	2	2	1
étudiants	1931	8	8	5
étudiants	1932	5	4	2
étudiants	1933	3	3	2
étudiants	1934	2	1	1
étudiants	1935	8	8	3
étudiants	1936	6	5	3
étudiants	1937	2	2	1
étudiants	1938	9	8	2
étudiants	1939	1	1	1
étudiants	1940	2	2	1
étudiants	1941	7	7	3
étudiants	1942	17	9	4
étudiants	1943	4	4	4
étudiants	1945	9	7	4
étudiants	1947	4	3	2
étudiants	1948	4	4	2
étudiants	1949	2	2	1
étudiants	1950	3	3	2
étudiants	1951	9	8	3
étudiants	1952	14	9	2
étudiants	1953	1	1	1
étudiants	1954	9	9	2
étudiants	1955	2	2	2
étudiants	1956	2	2	2
étudiants	1957	3	3	2
étudiants	1958	633	186	6
étudiants	1959	11	9	4
étudiants	1960	314	102	4
étudiants	1961	72	60	6
étudiants	1962	4	4	3
étudiants	1963	24	17	6
étudiants	1964	28	12	6
étudiants	1965	20	18	5
étudiants	1966	6	6	3
étudiants	1967	10	10	6
étudiants	1968	85	31	3
étudiants	1969	398	124	10
étudiants	1970	124	39	5
étudiants	1971	37	28	8
étudiants	1972	100	25	4
étudiants	1973	19	16	4
étudiants	1974	28	18	8
étudiants	1975	42	30	7
étudiants	1976	48	31	8
étudiants	1977	219	125	8
étudiants	1978	317	138	6
étudiants	1979	94	27	4
étudiants	1980	34	25	5
étudiants	1981	166	35	2
étudiants	1982	6	6	3
étudiants	1983	15	14	5
étudiants	1984	10	9	4
étudiants	1985	16	14	3
étudiants	1986	7	6	3
étudiants	1987	2	2	2
étudiants	1988	25	19	7
étudiants	1989	5	5	4
étudiants	1990	2	2	1
étudiants	1991	1	1	1
étudiants	1992	17	11	3
étudiants	1993	14	9	2
étudiants	1994	3	3	2
étudiants	1995	6	5	1
étudiants	1996	432	190	2
étudiants	1997	9	5	3
étudiants	1999	544	173	3
étudiants	2000	34	20	4
étudiants	2001	6	6	4
étudiants	2002	5	5	3
étudiants	2003	2	2	2
étudiants	2004	5	5	3
étudiants	2005	2	1	1
étudiants	2006	10	8	3
étudié	1792	1	1	1
étudié	1800	1	1	1
étudié	1803	2	2	2
étudié	1807	2	2	2
étudié	1808	2	2	2
étudié	1809	1	1	1
étudié	1814	8	8	2
étudié	1816	1	1	1
étudié	1817	2	2	1
étudié	1819	1	1	1
étudié	1821	2	2	2
étudié	1824	5	5	3
étudié	1825	1	1	1
étudié	1826	8	8	5
étudié	1827	2	2	2
étudié	1830	2	2	2
étudié	1831	2	2	2
étudié	1832	3	3	3
étudié	1834	1	1	1
étudié	1836	1	1	1
étudié	1837	1	1	1
étudié	1839	4	4	4
étudié	1840	2	2	2
étudié	1841	2	2	2
étudié	1842	2	2	2
étudié	1843	2	2	2
étudié	1844	5	5	2
étudié	1845	1	1	1
étudié	1846	5	5	5
étudié	1847	2	2	1
étudié	1848	6	6	6
étudié	1849	3	3	3
étudié	1850	2	2	2
étudié	1851	2	2	2
étudié	1852	1	1	1
étudié	1853	5	5	5
étudié	1854	2	2	2
étudié	1855	4	4	3
étudié	1857	2	2	2
étudié	1859	1	1	1
étudié	1860	3	3	3
étudié	1862	6	6	6
étudié	1863	9	9	7
étudié	1864	7	7	6
étudié	1865	3	3	3
étudié	1868	2	2	2
étudié	1869	2	2	2
étudié	1870	4	4	4
étudié	1871	3	3	3
étudié	1872	7	7	6
étudié	1873	2	2	2
étudié	1874	10	10	7
étudié	1875	3	3	2
étudié	1876	13	12	4
étudié	1877	2	2	2
étudié	1878	5	5	4
étudié	1879	1	1	1
étudié	1880	3	3	2
étudié	1881	3	3	3
étudié	1882	1	1	1
étudié	1883	1	1	1
étudié	1884	10	10	4
étudié	1885	2	2	2
étudié	1886	8	8	5
étudié	1887	6	6	4
étudié	1888	1	1	1
étudié	1889	2	2	2
étudié	1890	4	4	4
étudié	1891	1	1	1
étudié	1892	5	5	4
étudié	1893	1	1	1
étudié	1894	2	2	2
étudié	1895	5	5	5
étudié	1896	16	16	8
étudié	1897	2	2	2
étudié	1898	17	17	10
étudié	1899	5	5	5
étudié	1900	11	11	8
étudié	1901	1	1	1
étudié	1902	18	15	6
étudié	1903	1	1	1
étudié	1906	3	3	3
étudié	1907	1	1	1
étudié	1908	3	3	3
étudié	1909	10	9	6
étudié	1910	5	5	5
étudié	1911	4	4	3
étudié	1912	5	5	5
étudié	1913	1	1	1
étudié	1914	1	1	1
étudié	1915	3	3	3
étudié	1917	6	6	6
étudié	1918	6	6	6
étudié	1919	7	7	2
étudié	1920	4	4	4
étudié	1921	3	3	3
étudié	1922	3	3	3
étudié	1923	4	4	2
étudié	1924	1	1	1
étudié	1925	4	4	2
étudié	1926	16	14	3
étudié	1927	4	4	3
étudié	1928	26	18	5
étudié	1929	6	6	4
étudié	1930	5	4	2
étudié	1931	7	7	5
étudié	1932	2	2	1
étudié	1933	16	15	5
étudié	1934	3	3	3
étudié	1935	7	7	4
étudié	1936	9	9	4
étudié	1937	1	1	1
étudié	1938	13	13	4
étudié	1939	24	23	5
étudié	1940	10	10	4
étudié	1941	4	4	3
étudié	1942	42	36	8
étudié	1943	5	5	5
étudié	1944	6	6	1
étudié	1945	24	17	6
étudié	1947	9	9	3
étudié	1948	10	10	3
étudié	1949	3	3	3
étudié	1950	9	9	5
étudié	1951	3	3	3
étudié	1952	22	21	8
étudié	1953	4	4	3
étudié	1954	35	34	6
étudié	1955	40	31	10
étudié	1956	30	24	6
étudié	1957	51	45	10
étudié	1958	64	59	11
étudié	1959	48	41	11
étudié	1960	37	35	11
étudié	1961	40	34	6
étudié	1962	20	20	4
étudié	1963	59	51	12
étudié	1964	27	26	10
étudié	1965	21	19	7
étudié	1966	62	56	14
étudié	1967	66	60	14
étudié	1968	20	19	6
étudié	1969	28	27	9
étudié	1970	17	17	6
étudié	1971	34	32	11
étudié	1972	22	21	8
étudié	1973	16	13	4
étudié	1974	34	34	14
étudié	1975	58	49	6
étudié	1976	19	18	7
étudié	1977	28	25	8
étudié	1978	12	11	8
étudié	1979	37	35	7
étudié	1980	38	36	12
étudié	1981	17	13	6
étudié	1982	6	5	5
étudié	1983	17	17	8
étudié	1984	4	4	3
étudié	1985	5	4	3
étudié	1986	45	45	5
étudié	1987	7	7	3
étudié	1988	14	13	4
étudié	1989	11	9	3
étudié	1990	6	6	3
étudié	1991	7	6	3
étudié	1992	12	12	4
étudié	1993	5	5	2
étudié	1994	4	4	3
étudié	1995	15	13	3
étudié	1996	15	11	5
étudié	1997	6	6	2
étudié	1998	5	4	3
étudié	1999	4	4	3
étudié	2000	4	4	3
étudié	2001	12	11	3
étudié	2002	7	7	3
étudié	2003	5	5	1
étudié	2004	5	4	2
étudié	2005	2	2	1
étudié	2006	7	7	3
étudié	2007	5	5	3
évangile	1816	2	1	1
évangile	1817	1	1	1
évangile	1819	1	1	1
